Word,Length,LgSUBTLWF,Ortho_N,Phono_N,BG_Mean,Pron,NPhon,NSyll,POS,I_LexDec_Mean_RT,I_NMG_Mean_RT,AoA,Conc.M,Consist
recapture,9,1.62,0,0,1939.75,"r%i.k""ap.tS@`",7,3,VB|NN,790.74,712.3,10.42,3.07,NA
recaptured,10,1.18,0,0,2222.56,"r%i.k""ap.tS@`d",8,3,VB|JJ,721.21,658.5,NA,NA,NA
recast,6,1.23,2,0,2532.8,"r%i.k""ast",6,2,VB,794.19,666.07,11.95,3,NA
recede,6,0.85,1,2,2912.4,"rI.s""id",5,2,VB,797.52,703.28,11.65,3.04,NA
receded,7,0.95,1,2,3174.5,"rI.s""i4.@d",7,3,VB|JJ,808.72,786.65,NA,NA,NA
receding,8,1.46,1,2,3521.71,"rI.s""i4.IN",7,3,VB|NN|JJ,739,645.96,NA,NA,NA
receipt,7,2.58,0,5,1445.83,"rI.s""it",5,2,NN,701.29,674.64,8.53,4.86,NA
receipts,8,2.25,0,2,1383,"rI.s""its",6,2,NN,743.91,722.43,NA,4.52,NA
receive,7,3,1,0,1760,"r@.s""iv",5,2,VB,667.76,613.62,8.11,2.69,NA
received,8,3.16,3,2,2149.29,"r@.s""ivd",6,2,VB,623.76,633.11,NA,2.67,NA
receiver,8,2.18,2,2,2388.86,"r@.s""iv.@`",6,3,NN,742.73,634.12,10.17,3.66,NA
receivers,9,1.46,0,0,2273.88,"r@.s""iv.@`z",7,3,NN,728.48,729.08,NA,NA,NA
receives,8,1.9,3,2,2149.86,"r@.s""ivz",6,2,VB,664.13,694.48,NA,NA,NA
receiving,9,2.59,1,0,2530,"r@.s""iv.IN",7,3,VB|NN,666.84,639.04,NA,NA,NA
recent,6,2.83,6,3,2862,"r""i.sn=t",5,2,JJ,651.88,625.79,8.13,2.5,NA
recently,8,3.12,1,1,2324.86,"r""i.sn=t.li",7,3,RB,669.88,601.43,NA,1.89,NA
receptacle,10,1.36,0,0,1761,"rI.s""Ep.t@.kl=",9,4,NN,783,763.1,10.24,4.58,NA
reception,9,2.76,1,1,2550.5,"rI.s""Ep.Sn=",7,3,NN,685.91,692.22,9.17,1,NA
receptionist,12,1.99,0,0,2567.82,"rI.s""Ep.Sn=.Ist",10,4,NN,732.33,712.38,9.95,4.36,NA
receptionist's,14,NULL,0,0,2259.85,"rI.s""Ep.Sn=.Ists",11,4,encl,923.74,731.04,NA,NA,NA
receptions,10,1.11,0,0,2473.33,"rI.s""Ep.Sn=z",8,3,NN,815.8,746.25,NA,NA,NA
receptive,9,1.79,1,1,2008,"rI.s""Ep.tIv",8,3,JJ,806.09,753.2,12.26,2.21,NA
recess,6,2.25,0,2,2707.2,"r""i.sEs",5,2,NN,730.15,642.64,6.33,3.07,NA
recessed,8,1.23,0,0,2864.57,"rI.s""Est",6,2,VB|JJ,825.38,684.15,NA,NA,NA
recession,9,1.38,1,1,2793.5,"rI.s""E.Sn=",6,3,NN,737.03,666.67,13.74,2.42,NA
recessive,9,0.7,0,0,2251,"rI.s""Es.Iv",7,3,JJ,661.29,761.64,13.06,2.04,NA
recharge,8,1.79,0,0,1855.43,"r%i.tS""ArdZ",6,2,VB|NN,772.03,680.69,8.61,3.14,NA
rechartering,12,NULL,0,0,3338.09,"r%i.tS""Ar.4@`.IN",9,4,VB,1001.83,871.38,NA,NA,NA
recheck,7,1.45,0,0,1892.33,"r%i.tS""Ek",5,2,VB,1033.58,836.05,9.85,2.08,NA
recidivism,10,1,0,0,1608.67,"rI.s""I.4@.v%I.zm=",10,5,NN,995.2,946.3,15.80,NA,NA
recipe,6,2.59,1,0,1803.8,"r""E.s@.pi",6,3,NN,630.03,594,6.95,4.43,NA
recipes,7,2.06,0,0,2251.33,"r""E.s@.piz",7,3,NN,673.29,633.23,NA,NA,NA
recipient,9,1.78,0,0,2033,"rI.s""I.pi@nt",9,3,JJ|NN,690.06,730.2,7.89,3.86,NA
recipients,10,1.18,0,0,1918.89,"rI.s""I.pi@nts",10,3,NN,705.52,722.62,NA,NA,NA
reciprocal,10,1.38,0,0,1817.67,"rI.s""I.pr@.k@l",10,4,JJ,753.59,762.65,11.80,2.46,NA
reciprocate,11,1.43,0,0,2187.1,"rI.s""I.pr@.ket",10,4,VB,842.17,821.29,13.00,2.15,NA
reciprocity,11,1,0,0,1535.7,"r%E.sI.pr""A.s@.4i",11,5,NN,905.48,787,14.83,2.34,NA
recital,7,2.18,0,0,2324.67,"r@.s""aI4.l=",6,3,NN,768.61,757.13,6.95,3.86,NA
recitals,8,1.08,0,0,2051.86,"r@.s""aI4.l=z",7,3,NN,749.24,800.46,NA,NA,NA
recitation,10,1.4,0,0,2995.11,"r%E.s@t.""e.Sn=",8,4,NN,970.62,910.39,13.56,3.08,NA
recitative,10,NULL,0,0,2512.89,"r%E.s@.4@.t""iv",9,4,NN,1025.33,982.5,NA,NA,NA
recite,6,2.19,1,0,2680.4,"r@.s""aIt",5,2,VB,689.58,645.16,8.16,3.93,NA
recited,7,1.26,0,0,2981.17,"r@.s""aI4.@d",7,3,VB,750.84,729.39,NA,NA,NA
reciting,8,1.49,0,0,3514,"r@.s""aI4.IN",7,3,VB|NN,674.31,802.15,NA,NA,NA
reckless,8,2.4,0,1,2342.71,"r""Ek.l@s",6,2,JJ,692.19,586.96,9.06,2.36,NA
recklessness,12,1.2,0,0,2263.73,"r""Ek.l@s.n@s",9,3,NN,834.58,700.81,10.68,2.11,NA
reckon,6,2.78,1,1,2286.2,"r""E.k@n",5,2,VB,696.59,613.89,8.84,1.74,NA
reckoned,8,1.59,1,3,2598.71,"r""E.k@nd",6,2,VB,774.29,740.74,NA,NA,NA
reckoning,9,1.75,1,1,2970.38,"r""E.k@n.IN",7,3,NN|VB,737.19,652.24,12.89,1.86,NA
reckonings,10,NULL,0,0,2670.67,"r""E.k@n.INz",8,3,NN,821.19,665.85,NA,NA,NA
reckons,7,1.46,1,2,2214.5,"r""E.k@nz",6,2,VB,718.59,644.19,NA,NA,NA
reclaim,7,1.86,0,0,1707.83,"rI.kl""em",6,2,VB,689.85,613.88,10.61,1.76,NA
reclaimed,9,1.15,1,1,2059.13,"rI.kl""emd",7,2,VB,731.19,696.4,NA,NA,NA
reclamation,11,1.3,1,1,2713.9,"r%E.kl@m.""e.Sn=",9,4,NN,952,774.43,13.37,2.28,NA
reclassified,12,0.78,0,0,1836.73,"r%i.kl""as.@.faId",10,4,VB|JJ,840.88,760.18,NA,NA,NA
reclassification,16,NULL,1,1,2308.87,"r%i.klas.@.f@.k""e.Sn=",13,6,NN,1107.92,807.29,NA,2.19,NA
recline,7,0.95,1,1,3056.83,"rI.kl""aIn",6,2,VB,692.93,654.39,8.53,3.93,NA
reclining,9,1.36,1,1,3549.75,"rI.kl""aIn.IN",8,3,VB,760.88,795.04,8.79,1,NA
recluse,7,1.54,0,0,1750.5,"rI.kl""us",6,2,NN,796.11,746.36,11.28,3.28,NA
recognition,11,2.37,0,0,2465.3,"r%E.k@g.n""I.Sn=",9,4,NN,696.13,661.22,9.50,2.39,NA
recognizable,12,1.51,0,0,1541,"r""E.k@g.n%aIz.@.bl=",11,5,JJ,758,693.8,8.58,2.16,NA
recognizance,12,1.28,0,0,1623.82,"rI.k""Ag.nI.zn=s",10,4,NN,766.36,734.17,13.73,NA,NA
recognize,9,3.24,0,0,1460.63,"r""E.k@g.naIz",8,3,VB,634.39,586.79,8.89,2.07,NA
recognized,10,2.66,1,0,1796.67,"r""E.k@g.naIzd",9,3,VB,724.09,647.8,NA,NA,NA
recognizes,10,2.01,1,0,1797.11,"r""E.k@g.n%aIz.@z",10,4,VB,714.76,644.48,NA,NA,NA
recoil,6,1.36,0,1,2019.8,"rI.k""OIl",5,2,VB,722.53,683.57,10.74,3.55,NA
recoiled,8,0.6,0,1,2571.43,"rI.k""OIld",6,2,VB,770.26,638.93,NA,NA,NA
recognizing,11,1.62,0,0,2212,"r""E.k@g.n%aIz.IN",10,4,VB,798.26,637.68,NA,NA,NA
recollect,9,1.74,0,0,2136.13,"r%E.k@.l""Ekt",8,3,VB,712.16,719.72,9.67,1.9,NA
recollected,11,0.6,0,0,2596.9,"r%E.k@.l""Ekt.@d",10,4,VB,978,781.54,NA,2.21,NA
recollection,12,1.91,0,0,2634.55,"r%E.k@.l""Ek.Sn=",9,4,NN,913.35,717.25,10.61,2.07,NA
recollections,13,1.28,0,0,2569.67,"r%E.k@.l""Ek.Sn=z",10,4,NN,849.37,767.82,NA,NA,NA
recommence,10,0.48,0,0,2055.89,"r%i.k@.m""Ens",8,3,VB,908.39,909.94,13.58,NA,NA
recommend,9,2.85,0,0,2154.38,"r%E.k@.m""End",8,3,VB,754.24,636.81,9.11,1.74,NA
reconvened,10,0.3,1,1,2847.89,"r%i.k@n.v""ind",9,3,VB|JJ,1054.38,999.68,NA,NA,NA
reconvenes,10,0.6,1,1,2848.33,"r%i.k@n.v""inz",9,3,VB,1162,986.25,NA,NA,NA
recommendation,14,2.41,0,0,2603.15,"r%E.k@.mEnd.""e.Sn=",11,5,NN,745.91,675.2,10.86,2.87,NA
recommendations,15,1.9,0,0,2549.79,"r%E.k@.mEnd.""e.Sn=z",12,5,NN,935.97,749.92,NA,NA,NA
recommended,11,2.44,0,1,2432.1,"r%E.k@.m""En4.@d",10,4,VB|JJ,700.61,614.12,NA,NA,NA
recommending,12,1.91,0,0,2720.55,"r%E.k@.m""En4.IN",10,4,VB,801.4,680.71,NA,NA,NA
recommends,10,1.46,0,0,1961.11,"r%E.k@.m""Endz",9,3,VB,846.66,659.62,NA,NA,NA
recompense,10,1.15,0,0,2197.56,"r""E.k@m.pEns",9,3,NN,982.38,772.61,13.35,NA,NA
reconcile,9,1.77,0,0,2519.38,"r""E.k@n.saIl",8,3,VB,838.43,669.08,10.47,1.79,NA
reconciled,10,1.54,1,1,2737.78,"r""E.k@n.saIld",9,3,VB,797.58,768.5,NA,NA,NA
reconciles,10,0.48,1,1,2738.22,"r""E.k@n.saIlz",9,3,VB,884.47,800.46,NA,NA,NA
recording,9,2.87,0,3,3048.75,"rI.k""Or4.IN",8,3,NN|VB,790.38,632.64,7.00,3.68,NA
recordings,10,1.95,0,0,2740.33,"rI.k""Or4.INz",9,3,NN,656.21,694.12,NA,NA,NA
reconciliation,14,1.72,0,0,2821.46,"r%E.k@n.sIl.i.""e.Sn=",12,6,NN,872.13,871.33,10.82,2.19,NA
reconciling,11,0.95,0,0,3030.1,"r""E.k@n.s%aIl.IN",10,4,VB|NN|JJ,863.67,786.74,NA,1.68,NA
recondition,11,0.3,0,0,3063,"r%i.k@n.d""I.Sn=",9,4,VB,913.61,779.36,11.74,2.61,NA
reconditioning,14,0.9,0,0,3304.77,"r%i.k@n.d""I.Sn=.IN",11,5,VB|NN,951.41,787,NA,NA,NA
reconnaissance,14,1.95,0,0,2093.38,"rI.k""A.n@.sn=s",9,4,NN,875.69,937.6,12.78,2.04,NA
reconsider,10,2.41,0,0,2898.44,"r%i.k@n.s""I.4@`",9,4,VB,678.91,690.96,9.68,1.97,NA
reconsideration,15,0.7,0,0,3233.43,"r%i.k@n.s%I.4@`.""e.Sn=",12,6,NN,942.93,842.11,12.00,1.59,NA
reconsidered,12,1.4,0,0,3192.09,"r%i.k@n.s""I.4@`d",10,4,VB,883,722.69,NA,NA,NA
reconstitute,12,0.9,0,0,2852.18,"r%i.k""An.stI.tut",11,4,VB,915.39,885.22,14.10,2.83,NA
reconstruct,11,1.77,0,0,2227.9,"r%i.k@n.str""Vkt",11,3,VB,709.25,668.23,10.63,3.2,NA
reconstructs,12,NULL,0,0,2116.82,"r%i.k@n.str""Vkts",12,3,VB,924.14,843.81,NA,NA,NA
recontamination,15,NULL,1,1,3180.64,"r%i.k@n.t%a.m@.n""e.Sn=",13,6,NN,1130.56,961.6,NA,NA,NA
reconstructed,13,1.34,0,0,2596.58,"r%i.k@n.str""Vkt.@d",13,4,JJ,874.61,730.86,NA,2.83,NA
reconstruction,14,1.92,0,0,2628.46,"r%i.k@n.str""Vk.Sn=",12,4,NN,919.31,738.41,11.95,3.17,NA
reconverting,12,NULL,0,0,3437.36,"r%i.k@n.v""3`4.IN",10,4,VB|NN|JJ,984.85,872.08,NA,NA,NA
recopied,8,NULL,0,0,2232.43,"r%i.k""A.pid",7,3,JJ|VB,896.57,833.08,NA,NA,NA
record,6,3.64,1,0,2339.8,"r""E.k@`d",5,2,NN,575.44,651.67,6.30,1,NA
recorded,8,2.63,1,4,2683.57,"rI.k""Or4.@d",8,3,VB,675.24,689.5,NA,NA,NA
recorder,8,2.4,1,1,2923.14,"rI.k""Or4.@`",7,3,NN,782.79,639.32,8.37,4.43,NA
records,7,3.32,0,0,2019,"r""E.k@`dz",6,2,NN,651.24,587.65,NA,NA,NA
recount,7,1.58,1,1,2477.67,"r""i.kaUnt",6,2,NN,662.28,681.3,8.84,2.26,NA
recounted,9,0.6,0,1,2968.25,"rI.k""aUn4.@d",8,3,VB,667.3,665.89,NA,NA,NA
recounting,10,0.9,1,1,3384.11,"rI.k""aUn4.IN",8,3,VB|NN,827.79,728.42,NA,NA,NA
recounts,8,1.74,0,0,2267.43,"r""i.kaUnts",7,2,NN,766.71,626.85,NA,NA,NA
recoup,6,1.11,0,0,2079.4,"rI.k""up",5,2,VB,810.69,673.88,12.74,2.21,NA
recouped,8,NULL,0,0,2363.57,"rI.k""upt",6,2,VB,911.31,798.76,NA,NA,NA
recourse,8,1.59,0,1,2120.86,"r""i.kOrs",6,2,NN,829.27,723.67,13.35,2,NA
recover,7,2.61,1,0,2820.17,"rI.k""V.v@`",6,3,VB,724.47,636.89,7.56,2.64,NA
recoverable,11,0.78,0,0,2563.3,"rI.k""V.v@`.@.bl=",9,5,JJ,890.38,758.24,12.21,2.56,NA
recovered,9,2.65,0,2,3243.5,"rI.k""V.v@`d",7,3,VB,720.39,668.25,NA,NA,NA
recovering,10,2.19,0,0,3401,"rI.k""V.v@`.IN",8,4,VB,665.18,615.46,NA,NA,NA
recovers,8,1.46,1,2,2627.14,"rI.k""V.v@`z",7,3,VB,723.3,644.48,NA,NA,NA
recovery,8,2.67,1,2,2507.86,"rI.k""V.v@`.i",7,4,NN,699.52,652.71,8.05,2.68,NA
recreate,8,1.73,0,0,3081.86,"r%i.kri.""et",7,3,VB,722.39,693.8,9.21,2.41,NA
recreated,9,1.4,2,0,3257.25,"r%i.kri.""e4.@d",9,4,VB|JJ,891.57,824.38,NA,NA,NA
recreates,9,0.7,1,0,3257.75,"r%i.kri.""ets",8,3,VB,854.73,806.88,NA,NA,NA
recreating,10,1.3,1,0,3641,"r%i.kri.""e4.IN",9,4,VB,939.89,804.23,NA,NA,NA
recruit,7,2.28,0,0,1652.83,"r@.kr""ut",6,2,NN|VB,742.68,636.32,10.68,3.48,NA
recruited,9,2.15,1,0,2349.63,"r@.kr""u4.@d",8,3,VB,726.72,717.77,NA,NA,NA
recruiter,9,1.56,1,0,2559.25,"r@.kr""u4.@`",7,3,NN,774.23,698.07,NA,4,NA
recreation,10,1.98,0,0,3229.89,"r%E.kri.""e.Sn=",8,4,NN,751.59,706.08,8.83,2.82,NA
recreational,12,1.73,0,0,3050.91,"r%E.kri.""e.Sn=.@l",10,5,JJ,858.77,740.52,8.89,2.85,NA
recriminate,11,0.48,0,0,2867,"rI.kr""I.m@.net",10,4,VB,968.86,920.39,14.89,NA,NA
recrimination,13,0.9,0,0,3013.83,"rI.kr%I.m@.n""e.Sn=",11,5,NN,965.45,904.2,14.47,NA,NA
recriminations,14,0.9,0,0,2924.77,"rI.kr%I.m@.n""e.Sn=z",12,5,NN,1080.94,1015.32,NA,NA,NA
recruiting,10,2.07,0,0,2834.22,"r@.kr""u4.IN",8,3,VB|NN,716.9,698.04,NA,2.74,NA
recruitment,11,1.63,0,0,1858.4,"r@.kr""ut.m@nt",10,3,NN,791.38,720.63,10.50,2.48,NA
recruits,8,1.92,0,0,1560.43,"r@.kr""uts",7,2,NN|VB,656.91,655.42,NA,NA,NA
rectal,6,1.67,1,1,2384.8,"r""Ek.t@l",6,2,JJ,807.03,694.73,13.06,3.37,NA
rectangle,9,1.08,0,0,2514.25,"r""Ek.taN.gl=",8,3,NN,715.41,665.69,5.00,4.76,NA
rectangular,11,1.36,0,0,2265.8,"rEk.t""aN.gj@.l@`",11,4,JJ,761.09,698.85,5.42,4.11,NA
rectification,13,0.3,0,0,2769.17,"r%Ek.t@.f@.k""e.Sn=",11,5,NN,1216.39,1034.74,14.80,2,NA
rectifier,9,NULL,0,0,2559.75,"r""Ek.t@.faI@`",8,3,NN,895.24,791.46,NA,2.56,NA
rectify,7,1.63,0,0,2062.83,"r""Ek.t@.faI",7,3,VB,758.07,752,15.89,2.08,NA
rectilinear,11,NULL,0,0,2989,"r%Ek.tI.l""I.ni@`",10,4,JJ,1059,1127.89,NA,NA,NA
rectitude,9,0.95,0,0,2204.25,"r""Ek.tI.tud",8,3,NN,821.13,782.58,13.00,NA,NA
rector,6,1.28,3,4,2220.6,"r""Ek.t@`",5,2,NN,699.91,666.41,13.17,NA,NA
rector's,8,NULL,1,4,1757,"r""Ek.t@`z",6,2,encl,903.5,631.25,NA,NA,NA
rectory,7,1.45,0,1,1956.17,"r""Ek.t@`.i",6,3,NN,708.45,716.08,14.31,NA,NA
rectum,6,1.42,0,1,1670.4,"r""Ek.t@m",6,2,NN,738.97,604.44,9.84,4.92,NA
recumbent,9,0.3,0,0,1906.63,"rI.k""Vm.b@nt",9,3,JJ,848.04,746.32,13.93,NA,NA
recuperate,10,1.28,0,0,2935.22,"rI.k""u.p@`.ret",9,4,VB,924.19,758.04,11.74,2.73,NA
recuperating,12,1.4,0,0,3419.36,"rI.k""u.p@`.r%e4.IN",11,5,VB|NN,982.05,857.52,NA,NA,NA
recuperation,12,0.7,0,0,3083,"rI.k%u.p@`.r""e.Sn=",10,5,NN,1043.04,990.17,11.53,2.96,NA
recur,5,0.48,0,1,1963.75,"rI.k""3`",4,2,VB,861.65,688.17,11.17,2.5,NA
recurred,8,NULL,0,0,2494.29,"rI.k""3`d",5,2,VB,817.63,707.23,NA,NA,NA
recurrence,10,1.2,0,1,2202.33,"rI.k""3`.@ns",7,3,NN,827.57,756.92,11.79,2,NA
recurrent,9,1.15,0,1,2476.13,"rI.k""3`.@nt",7,3,JJ,773.23,640.73,10.84,1.93,NA
recurrently,11,0.3,0,0,2177.3,"rI.k""3`.@nt.li",9,4,RB,838.93,835.39,NA,2,NA
recurring,9,1.78,0,0,2765.13,"rI.k""3`.IN",6,3,VB|NN|JJ,766.06,803.96,9.89,2.41,NA
recursive,9,0.6,0,0,1724.5,"rI.k""3`.sIv",7,3,JJ,875.22,737.63,13.00,2.26,NA
recusant,8,NULL,0,0,2172.29,"r""E.kj@.zn=t",8,3,NN|JJ,1100.83,946.5,NA,NA,NA
recycle,7,1.65,0,0,1682.67,"r%i.s""aI.kl=",6,3,VB,696.3,628.12,10.61,2.97,NA
red,3,3.88,11,27,4513.5,"r""Ed",3,1,JJ|NN,542.76,542.82,3.68,1,1
redactions,10,NULL,1,1,2879,"rI.d""ak.Sn=z",8,3,NN,706,943.36,NA,NA,NA
redbirds,8,0.48,0,0,1649.57,"""rEd%b3`dz",7,2,NULL,742.67,665.64,NA,NA,NA
redbreast,9,0.85,0,0,2628.5,"r""Ed.br%Est",8,2,NN,892.38,778.71,8.69,NA,NA
redcoat,7,0.7,0,0,2689,"r""Ed.k%ot",6,2,NN,811.55,738.41,9.78,4.07,NA
redcoats,8,1.3,0,0,2448.57,"r""Ed.k%ots",7,2,NN,833.22,671,NA,NA,NA
redden,6,0.48,2,6,3130,"r""Ed.n=",4,2,VB,863.5,661.35,9.21,3.42,NA
reddened,8,0.6,0,1,3201.43,"r""Ed.n=d",5,2,VB,756.92,719.52,NA,NA,NA
redder,6,1.15,4,16,3599.2,"r""E4.@`",4,2,JJ,818.9,663.16,NA,NA,NA
redding,7,1.32,5,23,3654,"r""E.4IN",5,2,NN,779.8,660.85,NA,NA,NA
reddish,7,1.04,0,4,2527.33,"r""E4.IS",5,2,JJ,699.94,561.79,6.17,3.42,NA
redecorate,10,1.72,0,0,3315.89,"r%i.d""E.k@`.et",8,4,VB,1110.67,805.25,9.74,3.55,NA
redecorated,11,1.28,0,0,3432.8,"r%i.d""E.k@`.%e4.@d",10,5,VB|JJ,996.21,807.96,NA,NA,NA
redecorating,12,1.58,0,0,3730.82,"r%i.d""E.k@`.%e4.IN",10,5,VB|NN|JJ,1025.45,850.16,NA,NA,NA
redecoration,12,0.85,0,0,3394.45,"r%i.dE.k@`.""e.Sn=",9,5,NN,1027.27,908.36,10.06,2.79,NA
rededicate,10,0.95,0,0,3406.78,"r%i.d""E.4@.ket",9,4,VB,1060.48,1002.22,11.86,NA,NA
redeem,6,1.92,0,0,2701.8,"rI.d""im",5,2,VB,657.42,626.58,9.28,2.24,NA
redeemed,8,1.52,0,0,2819.29,"rI.d""imd",6,2,VB,663.81,631.12,NA,NA,NA
redeeming,9,1.48,0,0,3211.88,"rI.d""im.IN",7,3,VB|JJ|NN,722.69,672.96,NA,NA,NA
redefined,9,0.95,0,0,3316.25,"r%i.dI.f""aInd",8,3,VB|JJ,816.03,714.44,NA,NA,NA
redefinition,12,0.48,0,0,3214.18,"r%i.dE.f@n.""I.Sn=",10,5,NN,1122.24,821.91,12.39,2.38,NA
redemption,10,2.05,0,0,2863.44,"rI.d""Emp.Sn=",8,3,NN,759.09,631.65,10.89,1.88,NA
redemptive,10,NULL,0,0,2381.22,"rI.d""Emp.tIv",9,3,JJ,956.38,795.3,NA,1.59,NA
redeploy,8,1.11,0,0,2098.14,"r%i.dI.pl""OI",7,3,VB,1125.2,1023.89,13.25,2.63,NA
redevelopment,13,1.15,0,0,2213.58,"r%i.dI.v""E.l@p.m@nt",13,5,NN,1038.54,751.72,13.11,2.14,NA
redhead,7,2.27,0,0,2280,"r""Ed.h%Ed",6,2,NN,767.79,641.92,5.79,4.78,NA
redheaded,9,1.66,0,0,2595.75,"r""Ed.h%E4.@d",8,3,JJ,804.66,695.93,6.47,4.29,NA
redheads,8,1.46,0,1,2013.57,"r""Ed.h%Edz",7,2,NN,659.06,622.17,NA,NA,NA
redirect,8,1.69,0,0,2670.86,"r%i.d@.r""Ekt",8,3,VB,838.15,729.04,10.95,1.88,NA
redirecting,11,1.04,0,0,3428.7,"r%i.d@.r""Ekt.IN",10,4,VB,887.26,769.04,NA,NA,NA
rediscover,10,1.08,0,0,2846.33,"r%i.dI.sk""V.v@`",9,4,VB,866.6,763.36,11.25,1.79,NA
rediscovering,13,0.6,0,0,3275.42,"r%i.dI.sk""V.v@`.IN",11,5,VB,996.6,831.68,NA,NA,NA
rediscovers,11,NULL,0,0,2708.6,"r%i.dI.sk""V.v@`z",10,4,VB,1002.75,848.96,NA,NA,NA
redistribute,12,0.95,0,0,2549,"r%i.dI.str""I.bjut",12,4,VB,1053.9,931.5,11.00,2.55,NA
redistributed,13,0.6,0,0,2710.33,"r%i.dI.str""I.bj@4.@d",14,5,VB|JJ,1000.47,846,NA,NA,NA
redistribution,14,1.04,0,0,2733.46,"r%i.dI.str@.bj""u.Sn=",13,5,NN,1122.04,798.28,12.47,2.2,NA
redistricting,13,0.7,0,0,3401,"rid""IstrIktIN",12,4,NULL,1128.64,894.75,NA,NA,NA
redneck,7,1.96,0,0,2268.33,"r""Ed.n%Ek",6,2,NN,722.15,625.7,8.61,3.77,NA
redo,4,1.91,2,2,3205,"r%i.d""u",4,2,VB,799.26,717.13,7.94,2.82,NA
redolent,8,NULL,0,0,3023.29,"r""E.4l=.@nt",7,3,JJ,763.1,833.19,NA,NA,NA
redouble,8,1.08,0,0,2323.29,"r%i.d""V.bl=",6,3,VB,939.86,782.21,10.12,2.28,NA
redoubled,9,0.9,0,0,2593.5,"r%i.d""V.bl=d",7,3,VB,836.96,775.5,NA,NA,NA
redoubt,7,1,0,0,1952.33,"rI.d""aUt",5,2,NN,877.56,827.96,12.60,NA,NA
redress,7,1.08,2,2,3337.5,"rI.dr""Es",6,2,NN|VB,900.63,742.2,12.35,2.64,NA
redressed,9,0.6,1,1,3317.63,"rI.dr""Est",7,2,VB|JJ,818.94,717.86,NA,NA,NA
reds,4,2.08,5,14,3147.33,"r""Edz",4,1,NN,703.35,583.52,NA,NA,NA
red's,5,NULL,2,14,2528.75,"r""Edz",4,1,encl,684.85,583.42,NA,NA,NA
redskin,7,1.15,0,0,2831.5,"r""Ed.sk%In",7,2,NN,620.27,654.67,10.32,3.85,NA
reduce,6,2.34,2,0,2292.4,"r@.d""us",5,2,VB,646.53,561.56,8.44,2,NA
reduced,7,2.4,4,1,2657.83,"r@.d""ust",6,2,VB|JJ,696,606.82,NA,2.21,NA
reducer,7,0.6,3,1,2937.33,"r@.d""us.@`",6,3,NN,737.56,687.38,12.72,NA,NA
reduces,7,1.36,2,0,2658.5,"r@.d""us.@z",7,3,VB,637.21,628.65,NA,NA,NA
reducing,8,1.71,1,0,3090,"r@.d""us.IN",7,3,VB,712.19,635.63,NA,2.5,NA
reduction,9,1.95,2,2,2857.5,"rI.d""Vk.Sn=",7,3,NN,723.72,612.46,11.26,2.75,NA
reductions,10,0.78,2,2,2746.22,"rI.d""Vk.Sn=z",8,3,NN,747.5,709,NA,NA,NA
redundancy,10,1.52,0,0,2066.11,"rI.d""Vn.4@ns.i",10,4,NN,846.57,808.64,14.53,2.39,NA
redundant,9,1.88,0,0,2504.88,"rI.d""Vn.4@nt",9,3,JJ|NN,783.03,667.46,12.72,2,NA
reduplicate,11,NULL,0,0,2598.7,"r%i.d""u.pl@.ket",10,4,VB,1055,945,NA,2.27,NA
redwing,7,NULL,1,0,3395,"""rEd%wIN",6,2,NN,1029.06,819.74,NA,NA,NA
redwood,7,1.58,0,1,1814.5,"r""Ed.w%Ud",6,2,NN,794.19,685.93,NA,4.96,NA
redwoods,8,0.78,0,0,1614.57,"r""Ed.w%Udz",7,2,NN,791.94,658.41,NA,NA,NA
reed,4,2.67,12,35,3299,"r""id",3,1,NN,718.89,623.58,8.78,4.7,1
reeducate,9,NULL,0,0,2634.88,"r%i.""E.dZ@.ket",8,4,VB,1045.67,949.6,NA,NA,NA
reeducation,11,1,0,0,2857.5,"r%i.E.dZ@.k""e.Sn=",9,5,NN,1076.29,952.41,13.62,2.04,NA
reedy,5,0.9,3,11,2511.75,"r""i4.i",4,2,JJ,841.3,731.05,NA,NA,NA
reef,4,2.31,4,22,1953,"r""if",3,1,NN,667.1,585.61,9.72,4.7,1
reefer,6,1.7,0,5,2518.4,"r""i.f@`",4,2,NN,982.25,760.7,13.76,4.54,NA
reefs,5,1.42,1,6,1473.75,"r""ifs",4,1,NN,799.83,627.65,NA,NA,1
reek,4,1.67,8,33,1825.33,"r""ik",3,1,NN|VB,715.96,607.22,8.71,3,1
reeked,6,1,2,9,2171.8,"r""ikt",4,1,VB|JJ,736.06,637.48,NA,NA,1
reeking,7,1.38,3,10,2786,"r""ik.IN",5,2,VB,810.81,633.7,NA,NA,NA
reel,4,2.22,8,33,2382,"r""il",3,1,NN|VB,627.06,603.96,9.12,1,1
reelected,9,1.3,1,0,2735.38,"r%i.I.l""Ekt.@d",9,4,VB|JJ,841.26,855.58,NA,NA,NA
reelection,10,1.51,1,0,2766,"r%i.I.l""Ek.Sn=",8,4,NN,798.75,842.07,11.25,2.5,NA
reeled,6,0.6,2,13,3009.4,"r""ild",4,1,VB,802,664.04,NA,3.04,NA
reeling,7,1.71,3,16,3451.33,"r""il.IN",5,2,VB,831.75,701.68,NA,NA,NA
reels,5,1.58,4,17,1890.25,"r""ilz",4,1,NN|VB,764,596.21,NA,NA,1
reemerged,9,NULL,0,0,2541,"r%i.I.m""3`dZd",7,3,VB|JJ,995.52,745.7,NA,NA,NA
